Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
02:34:28,2022-10-18,1668640819,4905299954,20439.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:26:34,2023-01-21,3184234291,1890253780,2890.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
09:20:28,2023-04-16,3689837693,928200743,6031.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
21:48:42,2023-06-25,8038079242,2722811874,1742.77,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Small_Fan_Out
09:28:27,2022-10-13,720109865,7135436970,2284.12,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:31:02,2022-10-13,3448847820,2419117900,74.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
16:44:39,2023-01-24,3842855720,5296248462,10050.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:30:30,2023-01-12,735289194,5176908658,958.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:27:31,2023-07-09,9765305791,4543230194,2267.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:17:45,2023-04-13,6210349667,939647547,5911.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:02:13,2023-07-06,1351886355,3781069447,9022.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
04:43:00,2023-03-16,9806847359,3312074368,4852.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
11:59:16,2023-04-12,6910765462,2412577979,9121.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
10:44:17,2023-07-29,4943644573,3275274272,7707.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:35:15,2023-05-25,6112112769,9717638616,7604.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
09:00:41,2023-02-08,8953275727,2279028937,6832.6,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:09:25,2023-01-10,914838895,5765408789,2115.22,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
21:42:10,2023-06-25,8316325524,9942783791,7297.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
21:21:21,2023-01-26,713888566,6610870218,871.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
01:29:48,2023-07-22,6133977600,5857262604,295.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:25:53,2022-12-31,1504939866,7308051855,10734.5,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:28:47,2023-03-26,3894217933,1612035067,22831.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
05:03:37,2023-02-08,8057789804,7907430634,5694.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:58:05,2023-07-30,6520003330,7830146918,6489.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
02:14:30,2022-12-31,5047660196,1369553062,679.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:56:42,2023-01-29,3960916657,5867430864,11545.17,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_In
13:22:34,2023-04-03,5623596789,4350449676,11237.54,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
12:59:43,2022-10-27,284636575,1991020514,17017.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:58:51,2023-01-18,9160155099,6546812004,8026.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:28:35,2023-02-26,483243369,6604819524,10578.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:47:51,2023-05-11,9620686680,9466714458,8252.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:32:16,2023-05-11,9189726734,4539393311,18710.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:16:07,2023-08-10,9810891111,4570858667,5280.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
20:51:37,2023-04-13,5756812102,6572303705,5240.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
10:51:18,2023-06-05,3599718593,1151459665,10636.95,Swiss franc,Euro,UK,Italy,Cross-border,0,Normal_Small_Fan_Out
13:43:26,2023-05-24,3333364168,2646321715,4042.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
09:50:46,2023-07-15,1996752909,7811511337,1395.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
04:03:41,2023-06-15,1296584229,7595786574,16475.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:14:44,2022-11-19,4708741032,3749888625,6981.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:03:39,2023-02-10,764803171,5274841726,14302.71,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:16:30,2023-01-09,1499166311,2284451843,3819.06,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:15:29,2023-06-21,269577016,7178761398,17814.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
07:05:11,2022-11-19,8193184390,2326813821,6210.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:27:10,2023-07-08,6427120459,7741255503,13890.85,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:22:29,2022-12-08,1169351391,1493821512,21996.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:05:49,2023-05-04,5878116083,4020044584,9112.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
14:30:39,2023-07-03,2578190862,9107586187,6357.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:33:37,2023-07-17,505947156,3887264122,8862.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
12:09:42,2023-01-27,136680806,8349201423,4506.01,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_In
21:42:44,2023-01-23,1657214466,1165784720,4806.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
19:44:25,2023-03-16,2295525568,8074834660,2418.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
22:14:15,2023-04-29,9616316962,1379966688,166.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
03:16:26,2022-11-13,747047182,2670914388,4869.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:58:37,2023-05-31,5125256790,4357169880,27890.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:13:55,2023-05-08,4693609638,1339640773,11382.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:24:45,2023-03-01,9695217107,9704699995,5920.57,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Periodical
10:09:06,2022-10-27,1660167773,6406052157,16854.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
16:43:29,2023-04-30,4512711928,1053925740,5436.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:04:39,2023-07-05,98142606,994021898,14542.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
23:38:05,2022-12-22,8731103546,557565951,6857.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
09:07:08,2022-12-31,6670675295,8221777554,15365.25,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
06:06:15,2023-03-09,5389807693,3606088522,1052.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:49:20,2023-04-06,6141900623,4313105763,32752.35,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
13:11:45,2023-04-15,6871866817,588075027,3385.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
05:38:42,2023-07-03,1725245008,8661728436,12879.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
09:03:32,2023-08-02,3739999366,1652424900,98.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:24:00,2023-02-12,8686333670,1636001892,3249.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
13:43:55,2022-11-10,4968528728,3098697285,6828.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
17:34:32,2023-03-26,9269376175,3464348370,13300.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
16:31:02,2023-04-04,7571626154,8288908742,8027.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:03:16,2023-03-13,7694836987,1735955972,3284.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:23,2023-01-29,6935454365,8082627081,13613.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:58:31,2023-05-24,245235883,4851402202,2572.82,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
07:30:41,2022-11-15,5381228574,7907344791,2017.32,Albanian lek,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
08:57:30,2023-01-13,5990489501,7965893587,6064.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Foward
19:57:27,2023-07-30,2941825158,702483709,125.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:50:13,2023-05-20,2703108797,1841811061,5018.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
00:50:12,2023-04-04,637756339,3517323630,3228.87,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
17:14:09,2023-02-14,8197072010,137271780,7174.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
00:54:01,2023-07-11,3985941315,882738462,3084.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:58:07,2023-07-19,8197072010,7926123581,8132.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
06:06:13,2023-04-06,6456928744,4558187880,6819.61,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
03:08:34,2023-07-14,5071422741,128458072,10559.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
19:39:14,2022-10-12,3134011650,884271845,4427.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
04:17:04,2022-10-22,6887352622,3301203428,552.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:44:58,2022-11-21,4627777589,5090385190,13599.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
22:19:32,2023-02-08,1122741396,9728665362,1808.95,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:07:56,2023-06-22,8961367583,1477784440,17171.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
17:51:20,2023-01-09,901386230,8754437804,10382.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
13:42:35,2023-08-04,4852044419,4236984107,156.12,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
21:46:55,2022-12-17,2889832955,425443673,13363.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:20:01,2023-04-08,3597048548,2112206931,10231.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
14:17:33,2023-03-24,3292656817,709548921,20205.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
20:25:48,2023-04-07,7891021852,4144860371,6393.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:12:49,2022-12-11,4519164179,5965538446,8370.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
12:41:50,2022-12-03,2607375397,3293721222,13345.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
17:41:21,2023-02-21,4517354474,1079965664,7468.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:07:05,2022-12-23,8608134485,1737507695,5667.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
19:39:08,2023-07-01,921326345,5992045283,12774.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
16:36:56,2023-04-12,15085634,4837140208,3145.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
05:51:01,2022-11-20,5315940031,5015717437,6311.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:13:36,2022-12-31,7604169118,3476458984,12313.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:02:32,2023-02-02,4068676012,6837607789,54.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:22:56,2023-08-01,2221264130,1653296749,4253.75,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
09:05:27,2022-12-20,4439868846,3338283914,6756.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
02:47:12,2023-02-15,9169823683,1028423670,5388.85,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_Out
11:46:03,2023-03-03,5254653528,3612663513,2367.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:35:41,2023-02-11,9334092695,8430095878,183.93,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
14:35:00,2023-03-13,5368920830,3953177000,620.54,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:40:36,2022-11-07,6747580791,3627630200,961.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:49:05,2023-02-01,750528931,9517540844,476.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:43:16,2023-07-03,6013795687,1384429806,5108.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
23:37:38,2023-07-10,1092244545,8394237698,23250.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
23:27:11,2023-07-18,8069066630,1617881789,4176.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
11:37:52,2022-12-26,5024306035,3090305274,2329.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
11:39:58,2023-02-07,7751140492,1053284837,11533.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:36:55,2023-04-19,2578468995,7544837430,2147.92,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
23:16:55,2023-03-02,6737178649,9615000,7519.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
21:47:40,2022-10-09,9480835161,3153862927,130.25,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Small_Fan_Out
08:03:10,2023-05-05,5628674969,5460966851,5355.75,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:25:32,2023-02-07,9461666807,7664386276,1650.89,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
02:20:37,2023-07-17,7874381608,8240008289,6065.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
13:44:08,2023-06-25,7761693922,3727761969,10368.58,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Fan_In
22:49:41,2023-04-23,6185087731,9084800114,5999.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
10:13:47,2022-12-03,8867599742,105185176,9999.49,Naira,UK pounds,Nigeria,UK,Cross-border,0,Normal_Fan_In
15:53:27,2023-02-14,3848090497,3814713824,2722.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:40:32,2023-04-07,9871869235,4650421764,30261.9,Dirham,UK pounds,UAE,UK,Cross-border,0,Normal_Fan_Out
20:21:44,2022-12-17,4250219614,313980145,32750.92,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:24:29,2023-06-17,3190048835,6416750101,23049.47,UK pounds,Albanian lek,UK,Albania,Cross-border,0,Normal_Fan_Out
17:17:00,2023-03-26,4238582459,1307080485,11773.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:17:45,2023-06-14,8072995409,9613266534,2016.26,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
20:36:42,2023-04-11,751609900,6683572049,6235.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
06:05:14,2023-05-15,375478745,3964684573,13580.3,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_In
12:34:46,2023-05-20,5350299715,5422299735,5667.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:14:26,2023-01-10,9439414728,5851333419,459.33,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
07:09:08,2023-04-23,5800291981,5821308786,7499.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:36:06,2022-12-21,1584271198,2513015140,2956.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:17:00,2023-06-05,3299848623,8731382508,22863.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
10:45:12,2023-02-08,7977481761,4399703851,8459.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:16:04,2023-07-15,5813447581,7883950821,5803.34,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_Out
21:21:37,2023-05-15,3579768314,6473168917,2451.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:22:41,2023-03-03,6199845243,1073010103,182.4,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:44:37,2023-06-09,4071853951,5550382205,143.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:26:11,2023-05-17,7488657168,6585837726,9764.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:33:22,2023-02-03,4846072207,2096141413,7847.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
22:45:11,2023-03-03,9814410796,8351269293,7562.44,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_In
14:10:44,2023-01-18,4766321610,3256966034,703.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:27:59,2023-06-04,4772899533,45840740,10401.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
14:04:55,2022-12-09,1782263940,2695641691,10622.62,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Fan_Out
23:08:34,2023-02-18,3577809290,4439359038,5321.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
04:26:12,2023-08-17,7259067410,8453888406,5707.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:59:54,2023-07-31,5338301445,2452525593,3319.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:04:40,2023-02-20,4954262768,4127882616,5753.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:05:01,2022-11-14,8955054462,3097209564,2767.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:12:39,2023-06-26,6171948138,5707593606,929.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:30:33,2023-03-17,1203252958,2782319946,10865.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
22:25:38,2022-11-02,6246120714,8095915794,146.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:14:28,2023-03-31,5142859625,3026377800,9903.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:34:34,2023-03-16,6346206851,6298298842,1960.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
01:14:35,2023-04-30,7905591095,4239826708,12487.98,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
10:38:14,2023-07-20,179104959,9169855033,1382.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
17:07:34,2023-02-06,7782724663,7532310494,3059.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:05:09,2023-02-09,1129850265,7566118517,4164.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:51:59,2023-07-09,73362524,4877908376,8595.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:53:53,2023-02-25,5557880033,7717728128,21948.94,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:34:35,2023-02-14,4856196361,5372605400,7478.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
19:09:57,2023-06-02,9845027035,6801001894,5972.31,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
10:03:31,2023-03-29,6631013487,5390201660,9548.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:34:49,2023-02-02,6446698265,9334092695,16533.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
20:07:14,2023-06-05,1614632149,3160412980,15269.94,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
13:23:12,2022-10-16,2295908440,7080659499,12374.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:17:01,2023-05-13,7999380629,822288338,5334.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
02:17:33,2023-03-03,6473064432,9794566037,8337.41,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_Out
03:09:34,2023-03-01,7830146918,2636658663,19875.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
04:33:24,2023-06-26,1044281458,817582183,164.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:52:06,2023-04-30,3424337562,8617561409,36464.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:16:02,2023-02-09,6628202750,621662185,17674.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
22:52:45,2023-02-26,3126595591,3896206893,8133.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
15:24:55,2022-11-12,8273687892,554089014,6958.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:26:44,2023-08-22,8984476490,1621135455,17406.7,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
13:10:06,2022-10-10,7961354377,4999261892,8294.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:33:32,2023-06-19,269742837,726646454,2810.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:28:43,2023-06-11,1147746347,4275432794,18525.01,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:13:45,2022-12-24,4738830567,4644776270,5562.33,Indian rupee,UK pounds,India,UK,Cross-border,0,Normal_Fan_Out
23:48:55,2023-02-16,7244709029,4886380499,17670.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:19:03,2023-07-13,2468324074,2016944900,24703.35,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
21:01:53,2023-06-05,9636384417,8439750847,4614.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:05:47,2023-08-16,1375346801,8953011659,1841.0,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
01:11:12,2023-06-11,551031553,7189499285,16013.14,Yen,UK pounds,Japan,UK,Cross-border,1,Fan_Out
16:05:43,2023-04-10,4742321271,8941057260,21442.27,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:51:46,2023-06-09,318837559,8430200049,9442.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:07:47,2023-01-05,7033593750,6243682752,18143.31,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Fan_In
09:49:22,2023-04-17,6402228059,5608301769,6722.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
07:50:54,2023-03-18,1701584130,13680708,76.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:25:48,2022-11-10,1248547349,8495297538,5309.72,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
17:00:44,2023-03-22,3965071342,7671052153,7852.19,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
17:01:38,2023-01-12,1451745312,606249104,860.06,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:44:28,2023-03-01,3945413235,1379899726,29136.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
20:41:42,2023-04-09,1940747228,4505029101,8712.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:19:15,2023-03-18,1844950590,7044232580,7826.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
07:31:29,2023-04-14,5744077208,8209717874,1055.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:41:55,2023-05-31,7769682873,1794475258,6571.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
16:14:38,2023-08-02,6374434867,5153313147,5032.18,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:55:40,2023-01-09,3415462203,4536168651,12946.02,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Fan_Out
18:35:21,2023-05-11,9587745840,1491675899,6933.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
05:50:05,2023-05-05,4630941384,5518313674,811.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
16:20:20,2023-08-12,8307902133,5666297607,7047.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:29:33,2023-02-13,7330253077,7116971671,6371.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
17:49:39,2023-04-22,5363364893,6436994746,332.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:08:52,2023-08-18,9869486438,9740901950,7177.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
20:18:42,2023-08-19,6896368083,7894700798,981.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:43:38,2022-10-11,3444468642,2142508055,5617.19,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
23:55:54,2023-07-20,9979498275,426701392,5790.64,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Small_Fan_Out
17:49:44,2022-11-21,3726031427,4043447165,11751.94,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
20:09:48,2023-02-02,8022148926,9996701677,8861.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
